appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
318950,Disney Tangled,10000.0,19.99,0,True,False,False,0,0,0,0,3068,0,3068,0,Planet Moon Studios,Disney,"Action,Adventure","Adventure,Action,Family Friendly,Female Protagonist",True,2014,single/multi,"Adventure,Action,Family Friendly,Female Protagonist",,,,Mixed,22.0,59.0,1.64
10,Counter-Strike,15000000.0,9.99,0,True,True,True,88,0,0,122770,10524,1733,228,733,Valve,Valve,Action,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,e-sports,1990's,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia",False,2000,multi,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,e-sports,PvP,Old School,Military,Strategy,Masterpiece,Survival,Score Attack,1980s,Assassin",Very Positive,659.0,93.0,Overwhelmingly Positive,66438.0,96.0,2.22
550,Left 4 Dead 2,35000000.0,9.99,0,True,True,True,89,0,101,457367,2166,329,529,99,Valve,Valve,Action,"Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical",True,2009,single/multi,"Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Replay Value,Local Co-Op,Tactical",Overwhelmingly Positive,3266.0,96.0,Overwhelmingly Positive,156890.0,96.0,4.33
6980,Thief: Deadly Shadows,750000.0,8.99,0,True,False,False,85,0,0,1851,797,0,58,0,Ion Storm,Square Enix,Action,"Stealth,Action,Atmospheric,Steampunk,First-Person,Classic,Dark,Third Person,Story Rich,Singleplayer,Horror,Fantasy,Immersive Sim,Adventure,Dark Fantasy,Medieval,Immersive,Open World,RPG,FPS",True,2007,single,"Stealth,Atmospheric,Action,Steampunk,First-Person,Classic,Third Person,Dark,Story Rich,Horror,Singleplayer,Masterpiece,Fantasy,Adventure,Dark Fantasy,Immersive Sim,Medieval,Open World,RPG",Mixed,15.0,66.0,Very Positive,1216.0,83.0,0.34
43190,The Haunted: Hells Reach,35000.0,8.99,2,True,False,False,51,0,34,498,84,0,84,0,KTX Software,Signo & Arte,"Action,Indie","Action,Indie,Co-op,Zombies,Multiplayer,Shooter,Online Co-Op,Singleplayer,3D,Combat,Third-Person Shooter,FPS,Hack and Slash,Third Person,Horror,Survival,Survival Horror,Controller,Demons,Blood",True,2011,single/multi,"Action,Indie,Gore,Co-op,Third-Person Shooter,Zombies,Multiplayer,Shooter,Horror,Demons,Survival",,,,Very Positive,403.0,85.0,0.02
225300,Tomb Raider II,350000.0,6.99,0,True,False,False,0,0,0,1618,47,0,23,0,Core Design,Square Enix,"Action,Adventure","Adventure,Action,Female Protagonist,Classic,Singleplayer,Third Person,Puzzle,Action-Adventure,Platformer,Old School,1990's,Third-Person Shooter,Shooter,Atmospheric,3D Platformer,Retro,Puzzle-Platformer,Exploration",True,2012,single,"Adventure,Action,Female Protagonist,Classic,Lara Croft,Singleplayer,Third Person,Action-Adventure,Puzzle,Old School,Platformer,Third-Person Shooter,1990's,Atmospheric,Shooter,3D Platformer,Puzzle-Platformer,Retro",,,,Very Positive,762.0,87.0,7.53
12470,Port Royale 2,75000.0,4.99,0,True,False,False,75,0,0,463,48,0,64,0,Ascaron Entertainment ltd.,Strategy First,Strategy,"Strategy,Trading,Pirates,Economy,Naval,Historical,City Builder",True,2009,single,"Strategy,Trading,Pirates,Economy,Naval,Historical",,,,Mixed,262.0,63.0,0.04
237630,DuckTales: Remastered,350000.0,14.99,0,True,False,False,66,0,20,4988,297,0,211,0,WayForward,Capcom,"Action,Adventure,Casual","Platformer,Adventure,Remake,Action,Retro,Casual,Classic,Great Soundtrack,Singleplayer,Cartoon,2D,Family Friendly,Exploration,Difficult,Controller,Short,Side Scroller,Nostalgia,2.5D,Hand-drawn",True,2013,single,"Platformer,Remake,Retro,Adventure,Classic,Great Soundtrack,Action,Singleplayer,Cartoon,Casual,2D,Family Friendly,Exploration,Difficult,Short,Controller,Masterpiece,2.5D",Mixed,22.0,50.0,Very Positive,3035.0,86.0,0.18
371040,Goodbye Deponia,10000.0,1.99,1,True,True,True,80,0,50,1582,0,0,0,0,Daedalic Entertainment,Daedalic Entertainment,"Adventure,Indie","Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Funny,Indie,Story Rich,Hand-drawn,Classic,Great Soundtrack,2D,Retro,Cult Classic,1990's",True,2013,single,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Hand-drawn,Dark Humor,2D,Great Soundtrack",,,,Very Positive,1170.0,89.0,0.07
241910,Goodbye Deponia,350000.0,1.99,1,True,True,True,80,0,50,1582,267,0,223,0,Daedalic Entertainment,Daedalic Entertainment,"Adventure,Indie","Adventure,Point & Click,Comedy,Indie,Singleplayer,Puzzle,Funny,Story Rich,Escape Room,Hand-drawn,Classic,2D,Great Soundtrack,Cult Classic,Retro,Steampunk,1990's",True,2013,single,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Hand-drawn,Dark Humor,2D,Great Soundtrack",,,,Very Positive,1170.0,89.0,0.07
239250,Castlevania: Lords of Shadow 2,350000.0,39.99,4,True,False,False,58,0,56,3121,609,0,423,0,MercurySteam,Konami Digital Entertainment,"Action,Adventure","Action,Adventure,Vampire,Hack and Slash,Gothic,Singleplayer,Third Person,Fantasy,Sequel,Metroidvania,Action RPG,Epic,Dark,Violent,Gore,Atmospheric,Story Rich,RPG,Great Soundtrack,Horror",True,2014,single,"Action,Adventure,Vampire,Hack and Slash,Gothic,Singleplayer,Third Person,Sequel,Fantasy,Action RPG,Metroidvania,Dark,Epic,Violent,RPG,Gore,Atmospheric,Story Rich,Great Soundtrack,Horror",Mixed,13.0,61.0,Very Positive,2115.0,82.0,0.33
47410,Stronghold Kingdoms,1500000.0,0.0,1,True,False,False,75,0,0,226,1179,0,63,0,FireFly Studios,FireFly Studios,"Free to Play,Massively Multiplayer,Strategy","Strategy,Free to Play,Medieval,Massively Multiplayer,City Builder,Multiplayer,Building,Real-Time,War,RTS,PvP,Base-Building,Sandbox,Simulation,Colony Sim,Grand Strategy,Idler,Real Time Tactics,Wargame,Isometric",False,2012,multi,"Strategy,Free to Play,Medieval,Massively Multiplayer,Multiplayer,City Builder,Real-Time,Building,RTS,RPG,Action,Open World,Singleplayer,Addictive,War,PvP,Sandbox,MMORPG,Base Building,Simulation",Mixed,14.0,50.0,Mixed,7504.0,65.0,0.11
280160,Aragami,750000.0,19.99,4,True,True,True,71,0,51,8361,335,0,266,0,Lince Works,Lince Works,"Action,Adventure,Indie","Stealth,Ninja,Assassin,Action,Co-op,Indie,Adventure,Multiplayer,Third Person,Singleplayer,Anime,Great Soundtrack,Atmospheric,Online Co-Op,Magic,Blood,Strategy,Open World,Gore,Story Rich",True,2016,single/multi,"Stealth,Ninja,Assassin,Action,Co-op,Indie,Adventure,Multiplayer,Anime,Third Person,Singleplayer,Great Soundtrack,Atmospheric,Strategy,Magic,Online Co-Op,Open World,Blood,Gore,Memes",Very Positive,23.0,91.0,Very Positive,3312.0,89.0,0.02
231430,Company of Heroes 2,7500000.0,19.99,5,True,True,True,80,0,452,57141,2634,200,278,122,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,"Strategy,World War II,RTS,Multiplayer,Tactical,Historical,War,Military,Singleplayer,Co-op,Online Co-Op,Tanks,Base-Building,Real-Time,Action,Real-Time with Pause,Atmospheric,Simulation,Great Soundtrack,Adventure",True,2013,single/multi,"Strategy,World War II,RTS,Multiplayer,Tactical,Historical,War,Military,Singleplayer,Co-op,Online Co-Op,Tanks,Action,Real-Time,Base Building,Real-Time with Pause,Atmospheric,Simulation,Great Soundtrack,Masterpiece",Mostly Positive,241.0,70.0,Mostly Positive,27873.0,74.0,0.34
287200,Wildlife Park 3,150000.0,9.99,7,True,False,False,0,0,41,355,275,0,275,0,b-alive gmbh,b-alive gmbh,"Casual,Indie,Simulation,Strategy","Simulation,Strategy,Management,Casual,Indie,Building,Sandbox,Economy,Realistic,Open World,Atmospheric,City Builder,Replay Value,Family Friendly,Cute,Adventure,Resource Management,God Game,Colorful",True,2014,single,"Simulation,Strategy,Casual,Management,Indie,Building,Sandbox,Economy,Realistic,Open World,Atmospheric,Replay Value,Cute,Family Friendly,City Builder,Adventure,Resource Management,God Game,Colorful",,,,Mixed,262.0,54.0,0.08
233350,Sudeki,150000.0,5.99,0,True,False,False,0,0,0,634,385,0,542,0,Climax Studios,Climax Group,"Action,Adventure,RPG","RPG,Adventure,Action,Action RPG,Fantasy,Anime,JRPG,Singleplayer,Third Person,Classic,Female Protagonist,Great Soundtrack,FPS,Open World,First-Person,Atmospheric",True,2014,single,"RPG,Adventure,Action,Action RPG,Fantasy,JRPG,Anime,Singleplayer,Third Person,Classic,Masterpiece,Female Protagonist,FPS",,,,Very Positive,393.0,87.0,0.38
281990,Stellaris,3500000.0,39.99,19,True,True,True,78,0,135,94380,7446,1044,1916,585,Paradox Development Studio,Paradox Interactive,"Simulation,Strategy","Space,Grand Strategy,Strategy,Sci-fi,4X,Exploration,Sandbox,Simulation,Real-Time with Pause,Multiplayer,Moddable,Singleplayer,Diplomacy,Management,Futuristic,Military,Replay Value,Great Soundtrack,Procedural Generation,Atmospheric",True,2016,single/multi,"Space,Strategy,Grand Strategy,Sci-fi,4X,Real-Time with Pause,Exploration,Multiplayer,RTS,Singleplayer,Replay Value,Great Soundtrack,Simulation,Moddable,Sandbox,Atmospheric,Open World,Story Rich,Building,Adventure",Mostly Positive,760.0,76.0,Mostly Positive,33954.0,77.0,0.05
764550,City Builder,10000.0,9.99,0,True,False,False,0,0,0,0,0,0,0,0,BoomBox,BoomBox,"Casual,Strategy","Casual,Strategy,City Builder",True,2017,single,"Indie,Simulation,Casual,City Builder",,,,,,,0.04
764550,City Builder,10000.0,9.99,0,True,False,False,0,0,0,0,0,0,0,0,BoomBox,BoomBox,"Casual,Strategy","Casual,Strategy,City Builder",True,2017,single,"Casual,Strategy,City Builder",,,,,,,0.04
843780,City Builder,10000.0,1.99,0,True,False,False,0,0,40,0,0,0,0,0,Cow Corp.,Cow Corp.,"Casual,Indie,Simulation","Indie,Casual,Simulation,City Builder",True,2018,single,"Indie,Simulation,Casual,City Builder",,,,,,,0.04
843780,City Builder,10000.0,1.99,0,True,False,False,0,0,40,0,0,0,0,0,Cow Corp.,Cow Corp.,"Casual,Indie,Simulation","Indie,Casual,Simulation,City Builder",True,2018,single,"Casual,Strategy,City Builder",,,,,,,0.04
25860,Sword of the Stars: Complete Collection,10000.0,9.99,0,True,False,False,75,0,0,456,0,0,0,0,Kerberos Productions Inc.,Paradox Interactive,Strategy,"Strategy,4X,Space,Sci-fi,Turn-Based,Singleplayer,Multiplayer,Turn-Based Strategy",True,2010,single/multi,"Strategy,4X,Space,Sci-fi,Turn-Based,Singleplayer,Multiplayer,Turn-Based Strategy",,,,Very Positive,327.0,88.0,0.01
42890,Sword of the Stars: Complete Collection,150000.0,9.99,0,True,False,False,75,0,0,456,492,0,492,0,Kerberos Productions Inc.,Paradox Interactive,Strategy,"Strategy,4X,Space,Sci-fi,Turn-Based,Singleplayer,Multiplayer,Turn-Based Strategy",True,2010,single/multi,"Strategy,4X,Space,Sci-fi,Turn-Based,Singleplayer,Multiplayer,Turn-Based Strategy",,,,Very Positive,327.0,88.0,0.01
314710,Mighty No. 9,350000.0,2.99,2,True,True,True,52,0,70,1636,605,0,132,0,"Comcept,Inti Creates",Deep Silver,Action,"Action,Platformer,Anime,Side Scroller,Kickstarter,2.5D,Retro,Robots,Singleplayer,Multiplayer,Indie,Co-op,Difficult,Casual,Sci-fi,2D,Comedy,Great Soundtrack,Futuristic,Cute",True,2016,single/multi,"Action,Platformer,Anime,Kickstarter,Side Scroller,2.5D,Retro,Robots,Multiplayer,Singleplayer,Indie,Co-op,Casual,Difficult,Sci-fi,Comedy,2D,Great Soundtrack,Survival Horror,Family Friendly",,,,Mixed,1435.0,57.0,0.14
22000,World of Goo,1500000.0,14.99,1,True,True,True,90,0,8,3572,103,5,46,5,2D BOY,2D BOY,Indie,"Puzzle,Indie,Physics,Singleplayer,Great Soundtrack,Casual,2D,Cute,Comedy,Building,Atmospheric,Funny,Satire,Classic,Touch-Friendly,Surreal,Difficult,Story Rich,Strategy,Family Friendly",True,2008,single,"Puzzle,Indie,Physics,Singleplayer,Great Soundtrack,Casual,2D,Comedy,Masterpiece,Cute,Building,Funny,Atmospheric,Satire,Classic,Touch-Friendly,Strategy,Surreal,Difficult,Story Rich",Very Positive,16.0,81.0,Very Positive,2603.0,93.0,0.04
3980,CivCity: Rome,75000.0,9.99,0,True,False,False,67,0,0,545,90,0,90,0,"FireFly Studios,Firaxis Games",2K,Strategy,"Strategy,City Builder,Simulation,Rome,Historical,Singleplayer,Sandbox",True,2007,single,"Strategy,City Builder,Simulation,Rome,Historical",,,,Mostly Positive,227.0,74.0,0.01
108710,Alan Wake,3500000.0,14.99,2,True,False,False,83,0,67,26385,367,553,193,553,Remedy Entertainment,Remedy Entertainment,"Action,Adventure","Action,Horror,Adventure,Third Person,Story Rich,Thriller,Atmospheric,Singleplayer,Psychological Horror,Great Soundtrack,Mystery,Episodic,Third-Person Shooter,Dark,Supernatural,Cinematic,Narration,Survival Horror,Shooter,Survival",True,2012,single,"Action,Horror,Third Person,Adventure,Story Rich,Thriller,Atmospheric,Singleplayer,Psychological Horror,Great Soundtrack,Mystery,Episodic,Third-Person Shooter,Dark,Supernatural,Masterpiece,Cinematic,Narration,Survival Horror,Shooter",Very Positive,139.0,84.0,Very Positive,17547.0,90.0,1.4
7340,Azada,10000.0,9.99,0,True,False,False,0,0,0,0,0,0,0,0,Big Fish Games,Big Fish Games,"Casual,Indie","Casual,Indie,Puzzle,Hidden Object",True,2010,single,"Casual,Indie,Puzzle",,,,,,,0.03
71117,Gunstar Heroes,10000.0,0.99,0,True,True,True,0,0,0,0,0,0,0,0,SEGA,SEGA,Action,"Action,Classic,Side Scroller,Shoot 'Em Up,Co-op,Platformer,Local Co-Op,2D,Retro,Great Soundtrack",True,2011,single/multi,"Action,Side Scroller,Classic,Shoot 'Em Up,Co-op,Platformer,Local Co-Op,2D,Great Soundtrack,Retro",,,,,,,0.13
314030,Guilty Gear X2 #Reload,75000.0,9.99,0,True,False,False,0,0,0,472,229,0,314,0,Arc System Works,Arc System Works,Action,"Fighting,2D Fighter,Great Soundtrack,Action,Anime,Arcade,Multiplayer,2D,Local Multiplayer,Classic,Singleplayer,Beat 'em up",True,2014,single/multi,"Fighting,2D Fighter,Great Soundtrack,Anime,Action,Arcade,Masterpiece,Multiplayer",,,,Very Positive,320.0,90.0,0.3
683280,Omega Quintet,10000.0,29.99,7,True,False,False,0,0,55,126,0,0,0,0,Idea Factory,Ghostlight LTD,"Adventure,RPG,Strategy","JRPG,Visual Novel,Romance,Turn-Based,Anime,Party-Based RPG,Female Protagonist,RPG,Cute,Strategy,Linear,Fantasy,Multiple Endings,Turn-Based Combat,Action,Colorful,Comedy,Simulation,Psychological Horror,Music",True,2017,single,"RPG,Adventure,Anime,Strategy,JRPG,Singleplayer,Nudity,Cute",,,,Mostly Positive,86.0,74.0,0.02
7610,Railroad Tycoon 3,350000.0,9.99,0,True,False,False,80,0,0,817,772,0,461,0,PopTop,2K,Strategy,"Management,Strategy,Trains,Simulation,Economy,Real-Time with Pause,Singleplayer,Classic,Building,Sandbox",True,2007,single/multi,"Strategy,Management,Trains,Simulation,Real-Time with Pause,Economy,Singleplayer,Classic,Building",,,,Mostly Positive,452.0,71.0,0.04
241540,State of Decay,750000.0,0.0,2,True,False,False,79,0,46,15453,983,0,477,0,Undead Labs,Xbox Game Studios,"Action,RPG,Simulation","Zombies,Survival,Open World,Action,Post-apocalyptic,RPG,Third Person,Base-Building,Singleplayer,Sandbox,Simulation,Multiplayer,Exploration,Adventure,Horror,Third-Person Shooter,Survival Horror,Atmospheric,Co-op,Indie",True,2013,single,"Zombies,Survival,Open World,Action,Post-apocalyptic,RPG,Third Person,Base Building,Singleplayer,Sandbox,Simulation,Multiplayer,Exploration,Adventure,Horror,Third-Person Shooter,Survival Horror,Atmospheric,Co-op,Masterpiece",,,,Very Positive,15514.0,84.0,0.22
388800,Azure Striker Gunvolt,75000.0,7.49,2,True,False,False,0,0,25,1309,1445,0,2094,0,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","Action,Indie","Action,Indie,Platformer,Anime,2D,Pixel Graphics,Side Scroller,Great Soundtrack,Singleplayer,Metroidvania,Cyberpunk",True,2015,single,"Action,Platformer,Anime,2D,Indie,Pixel Graphics,Side Scroller,Great Soundtrack,Singleplayer,Metroidvania",,,,Very Positive,809.0,86.0,0.02
24810,Command & Conquer 3: Kane's Wrath,350000.0,14.99,0,True,False,False,77,0,0,2859,659,733,473,733,EA Los Angeles,Electronic Arts,Strategy,"Strategy,RTS,Base-Building,Sci-fi,Multiplayer,Singleplayer,FMV,Great Soundtrack,Action,Classic,Story Rich,Atmospheric",True,2009,single/multi,"Strategy,RTS,Base Building,Sci-fi,Multiplayer,Singleplayer,FMV,Great Soundtrack",,,,Very Positive,1025.0,93.0,0.26
12830,Operation Flashpoint: Dragon Rising,750000.0,9.99,0,True,False,False,76,0,0,1383,151,0,74,0,Codemasters,"Codemasters,Electronic Arts",Action,"Action,FPS,Tactical,Military,Multiplayer,Open World,Simulation,Singleplayer,First-Person,Co-op,Shooter,Realistic,War,Strategy,Stealth,Adventure,Walking Simulator",True,2009,single,"Action,FPS,Tactical,Military,Multiplayer,Open World,Simulation,Co-op,First-Person,Singleplayer,Shooter,Realistic,Strategy,War,Stealth,Walking Simulator,Adventure",,,,Mixed,1009.0,64.0,1.9
253980,Enclave,3500000.0,4.99,2,True,True,True,71,0,0,1577,224,0,238,0,Starbreeze,Topware Interactive,"Action,RPG","RPG,Action,Fantasy,Third Person,Hack and Slash,Adventure,Singleplayer,Classic,Action RPG,Magic,Female Protagonist,Atmospheric,Multiplayer,First-Person,Great Soundtrack,Nudity,Open World,Action-Adventure,Dark Fantasy,Medieval",True,2013,single,"RPG,Action,Fantasy,Third Person,Hack and Slash,Adventure,Singleplayer,Classic,Masterpiece,Action RPG,Multiplayer,Magic,Female Protagonist,First-Person,Atmospheric,Open World,Great Soundtrack,Nudity,Action-Adventure,Horror",Mixed,14.0,64.0,Mostly Positive,1346.0,73.0,0.28
40330,Secret Files: Tunguska,150000.0,9.99,0,True,False,False,0,0,0,243,0,0,0,0,Animation Arts,Ravenscourt,Adventure,"Adventure,Point & Click,Female Protagonist,Mystery,Puzzle",True,2009,single,"Adventure,Point & Click,Female Protagonist,Mystery,Puzzle",,,,Very Positive,117.0,82.0,0.15
7510,X-Blades,750000.0,9.99,2,True,True,True,54,0,0,954,291,0,339,0,Gaijin Entertainment,Topware Interactive,"Nudity,Violent,Action,Adventure,RPG","Action,Female Protagonist,Hack and Slash,RPG,Adventure,Anime,Nudity,Singleplayer,Fantasy,Violent,Character Action Game,Third Person,Great Soundtrack,Spectacle fighter,Beat 'em up",True,2009,single,"Action,Hack and Slash,Female Protagonist,RPG,Anime,Adventure,Nudity,Singleplayer,Fantasy,Violent,Character Action Game,Third Person,Great Soundtrack,Spectacle fighter",,,,Mixed,900.0,59.0,0.27
57650,Dungeons,350000.0,9.99,2,True,False,False,65,0,0,556,180,0,68,0,Realmforge Studios,Kalypso Media Digital,"RPG,Strategy","Strategy,RPG,Fantasy,Villain Protagonist,Simulation,Management,Base-Building",True,2011,single,"Strategy,RPG,Fantasy,Villain Protagonist,Simulation,Management",,,,Mixed,398.0,43.0,0.09
41700,S.T.A.L.K.E.R.: Call of Pripyat,1500000.0,19.99,0,True,False,False,80,0,0,17465,1069,0,496,0,GSC Game World,GSC Game World,"Action,RPG","Atmospheric,Open World,Post-apocalyptic,FPS,Survival,Action,Singleplayer,RPG,Shooter,Survival Horror,First-Person,Moddable,Horror,Zombies,Classic,Adventure,Sci-fi,Multiplayer,Sandbox,Immersive",True,2010,single/multi,"Atmospheric,Open World,Post-apocalyptic,FPS,Survival,Action,Singleplayer,RPG,Shooter,Survival Horror,First-Person,Moddable,Masterpiece,Horror,Zombies,Classic,Adventure,Sci-fi,Multiplayer,Sandbox",Overwhelmingly Positive,130.0,96.0,Overwhelmingly Positive,8556.0,95.0,0.06
207320,Ys: The Oath in Felghana,150000.0,14.99,0,True,False,False,73,0,33,1347,669,0,758,0,Nihon Falcom,XSEED Games,"Action,Adventure,RPG","Action,Great Soundtrack,RPG,JRPG,Adventure,Action RPG,Difficult,Anime,Singleplayer,Fantasy,Dungeon Crawler,Top-Down,Hack and Slash,Remake,Classic,Open World",True,2012,single,"Great Soundtrack,Action,JRPG,RPG,Action RPG,Difficult,Adventure,Anime,Singleplayer,Fantasy,Dungeon Crawler,Top-Down,Hack and Slash,Remake,Classic",,,,Very Positive,891.0,93.0,0.15
267920,Gun Metal,350000.0,2.99,0,True,False,False,0,0,0,436,214,0,209,0,Rage Software,Funbox Media Ltd,Action,"Action,Mechs,Robots,Third-Person Shooter,Shooter,Sci-fi,Singleplayer",True,2014,single,"Action,Mechs,Robots,Shooter,Third-Person Shooter,Singleplayer,Sci-fi",,,,Very Positive,295.0,80.0,0.22
11590,Hospital Tycoon,75000.0,4.99,0,True,False,False,51,0,0,356,412,1133,615,1133,Deep Red Limited,"Codemasters,Electronic Arts",Simulation,"Medical Sim,Simulation,Management,Singleplayer,Comedy",True,2009,single,"Simulation,Management,Singleplayer",,,,Mixed,315.0,44.0,0.01
587110,Ys: Memories of Celceta,35000.0,24.99,0,True,False,False,74,0,52,538,798,0,904,0,Nihon Falcom,"XSEED Games,Marvelous USA, Inc.","Action,RPG","Action,RPG,Action RPG,JRPG,Anime,Great Soundtrack,Singleplayer,Adventure,Fantasy,Hack and Slash,Story Rich",True,2018,single,"Action,RPG,JRPG,Action RPG,Anime,Great Soundtrack,Singleplayer,Fantasy",,,,Very Positive,145.0,93.0,0.24
